Transaction ID,Date,Product Category,Product Subcategory,Product Name,Brand Name,Units Sold,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Region,Payment Method,Customer Type,Current Stock,Stock_Status,Rating,Returned Units
dabe05ed-8851-45a6-bfa8-e1d884862190,2025-02-14,Laptop Accessories,Cooling Pads,Lenovo Cooling Pads,Lenovo,9,7971.29,12.3,6990.82133,62917.39197,18.0,11325.130554599999,74242.52252459999,Main Market,UPI,New,53,In Stock,2.9,2
72ba96ac-81a2-44e4-8b25-5e2d182b5622,2025-01-26,Mobile Accessories,Screen Protectors,boAt Screen Protectors,boAt,1,1300.84,20.65,1032.21654,1032.21654,18.0,185.79897719999997,1218.0155172,Main Market,UPI,Returning,40,In Stock,3.6,0
b27fce0d-b0e6-42a2-81be-b68fa24a7387,2025-03-15,Laptops,Business,Dell Business,Dell,1,9259.58,16.34,7746.564628,7746.564628,18.0,1394.38163304,9140.94626104,Main Market,UPI,Returning,7,Low Stock,3.0,1
fb8e77e4-f47b-48c4-ad4a-62b4f26c5e6d,2025-03-31,Mobiles,Feature Phones,Nokia Feature Phones,Nokia,3,1992.6,5.05,1891.9737,5675.9211,12.0,681.1105319999999,6357.031631999999,Main Market,UPI,Returning,49,In Stock,2.7,2
9f1ccf8e-03ee-47bc-be1a-37d8fa1c31cd,2025-01-24,Mobiles,Feature Phones,Lava Feature Phones,Lava,8,4237.95,2.92,4114.20186,32913.61488,12.0,3949.6337856,36863.248665600004,Main Market,UPI,New,49,In Stock,3.4,2
f4fbe536-4388-4ba0-bde9-c22a92781d6d,2025-04-03,Mobile Accessories,Chargers,Samsung Chargers,Samsung,7,8097.24,23.59,6187.101084,43309.707588,18.0,7795.7473658399995,51105.454953839995,Main Market,Card,Returning,27,Low Stock,4.6,1
2dd94a97-199a-4115-9961-a080785a7b4f,2025-02-23,Mobiles,Smartphones,Realme Smartphones,Realme,2,83986.08,28.2,60302.00544,120604.01088,12.0,14472.4813056,135076.49218560001,Main Market,UPI,Returning,20,Low Stock,4.4,1
57976c55-966f-4958-b649-ec84051eb612,2025-04-09,Laptop Accessories,Bags,HP Bags,HP,9,3813.51,5.5,3603.76695,32433.902550000003,18.0,5838.102459000001,38272.005009,Main Market,Card,Returning,79,In Stock,4.3,1
e57a1cb6-74cb-46a6-9d2d-00f26d1dbdd7,2025-02-12,Laptops,Business,HP EliteBook Business,HP EliteBook,3,1837.75,17.65,1513.387125,4540.161375,18.0,817.2290474999999,5357.3904225,Main Market,Card,New,4,Low Stock,3.1,2
39897d3e-d41f-432a-a71f-dc367ac96553,2025-02-22,Mobile Accessories,Screen Protectors,Samsung Screen Protectors,Samsung,3,3882.03,0.61,3858.3496170000003,11575.048851000001,18.0,2083.5087931800003,13658.557644180002,Main Market,UPI,Returning,38,In Stock,4.4,0
e900a3d1-c90e-457f-af7a-28dd09396043,2025-03-12,Laptop Accessories,Cooling Pads,Dell Cooling Pads,Dell,5,8366.27,25.89,6200.242697000001,31001.213485000004,18.0,5580.2184273,36581.4319123,Main Market,UPI,Returning,78,In Stock,4.0,0
04457eb8-14ff-4e24-a9a4-cb3c5f775b0f,2025-03-19,Mobile Accessories,Screen Protectors,Portronics Screen Protectors,Portronics,6,3323.38,15.17,2819.2232540000005,16915.339524000003,18.0,3044.76111432,19960.100638320004,Main Market,Card,Returning,55,In Stock,3.6,0
3fd85547-ed30-497c-8e01-ac185748b876,2025-01-17,Laptops,Gaming,ASUS Gaming,ASUS,2,8991.05,15.87,7564.170365,15128.34073,18.0,2723.1013313999997,17851.4420614,Main Market,UPI,Returning,74,In Stock,4.1,0
df6462ce-ba02-4d45-98a3-24e27419936f,2025-02-09,Laptop Accessories,Bags,Dell Bags,Dell,1,5001.2,17.17,4142.49396,4142.49396,18.0,745.6489128,4888.1428728,Main Market,UPI,Returning,88,In Stock,3.8,1
a6514c77-b311-4c66-bdff-1694d91261fa,2025-01-21,Laptops,Student,Lenovo IdeaPad Student,Lenovo IdeaPad,7,4039.54,21.07,3188.408922,22318.862454000002,18.0,4017.3952417200003,26336.257695720004,Main Market,Card,New,91,In Stock,3.8,2
91362d81-27aa-4147-b491-1307fa0e0bcc,2025-04-01,Mobile Accessories,Earphones,boAt Earphones,boAt,7,8930.01,12.95,7773.573705000001,54415.015935,18.0,9794.7028683,64209.718803300006,Main Market,UPI,New,98,In Stock,4.1,0
e63c41c1-c8af-4986-88db-95cce290823d,2025-03-28,Mobile Accessories,Earphones,Portronics Earphones,Portronics,5,2471.3,18.5,2014.1095,10070.5475,18.0,1812.69855,11883.246050000002,Main Market,UPI,New,56,In Stock,3.3,2
cae6a68b-5fa1-4240-8b27-b9e1d93b8e68,2025-01-28,Mobile Accessories,Earphones,Portronics Earphones,Portronics,8,1250.15,22.31,971.2415350000001,7769.932280000001,18.0,1398.5878104,9168.520090400001,Main Market,UPI,Returning,84,In Stock,4.3,1
b1d9d7c1-6054-40c4-b2e7-fc9347944343,2025-03-28,Laptop Accessories,Bags,Dell Bags,Dell,3,8567.34,15.27,7259.107182,21777.321546,18.0,3919.9178782799995,25697.23942428,Main Market,Cash,Returning,96,In Stock,4.5,0
249ed946-51d1-4f63-b7e0-622a2bc1cdf3,2025-02-23,Mobile Accessories,Earphones,Samsung Earphones,Samsung,1,3951.57,15.42,3342.2379060000003,3342.2379060000003,18.0,601.60282308,3943.8407290800005,Main Market,Cash,New,94,In Stock,4.5,1
bf17e8e0-5d5e-40a3-9c4d-b88d256099f1,2025-01-14,Mobile Accessories,Earphones,Portronics Earphones,Portronics,6,4487.64,10.25,4027.6569,24165.9414,18.0,4349.869452,28515.810852,Main Market,Card,Returning,35,In Stock,3.7,0
1383658c-b7c8-4ca3-8a6f-aea83bf51f25,2025-03-28,Laptops,Student,HP Pavilion Student,HP Pavilion,8,3756.06,15.99,3155.4660059999997,25243.728047999997,18.0,4543.87104864,29787.59909664,Main Market,UPI,Returning,83,In Stock,4.1,0
8e1492c2-8bbb-48ab-9f2f-835050301808,2025-02-03,Mobile Accessories,Earphones,Portronics Earphones,Portronics,8,8572.64,6.19,8041.993584,64335.948672,18.0,11580.47076096,75916.41943296,Main Market,Card,New,57,In Stock,3.7,2
1f6bab96-7b7a-4d81-9c7c-a2360719a5e4,2025-02-26,Mobiles,Smartphones,Apple Smartphones,Apple,1,53850.51,17.26,44555.911974,44555.911974,12.0,5346.70943688,49902.621410880005,Main Market,Card,New,36,In Stock,3.9,0
a733cf03-1cef-44ca-8c03-d6a863b83dac,2025-03-14,Laptop Accessories,Keyboard,Dell Keyboard,Dell,9,4792.58,10.15,4306.13313,38755.19817,18.0,6975.935670600001,45731.13384060001,Main Market,UPI,New,40,In Stock,4.6,0
2a6603ef-e4f4-4c65-ba0f-7e163df2cef5,2025-02-14,Laptop Accessories,Mouse,Lenovo Mouse,Lenovo,5,6420.33,28.59,4584.757653,22923.788265,18.0,4126.2818877,27050.0701527,Main Market,Card,New,13,Low Stock,4.4,0
1a6f6dcb-5f8b-4dee-8270-7ce55594c688,2025-04-09,Mobile Accessories,Chargers,Samsung Chargers,Samsung,3,8797.3,3.75,8467.401249999999,25402.203749999997,18.0,4572.396674999999,29974.600424999997,Main Market,Card,Returning,93,In Stock,3.8,1
cb933df9-a5dd-4e41-b7e9-400d7c7314b7,2025-03-05,Laptop Accessories,Cooling Pads,Dell Cooling Pads,Dell,8,9750.84,7.62,9007.825992,72062.607936,18.0,12971.26942848,85033.87736448,Main Market,UPI,New,11,Low Stock,3.8,0
924de612-dbc1-4826-bf7d-0d45dc865712,2025-01-27,Laptops,Business,Lenovo ThinkPad Business,Lenovo ThinkPad,9,2624.62,14.35,2247.9870300000002,20231.883270000002,18.0,3641.7389886,23873.6222586,Main Market,UPI,Returning,91,In Stock,3.9,0
5cdd6e0c-a5d5-4eda-9e7e-3bc27275d777,2025-03-22,Mobiles,Smartphones,OnePlus Smartphones,OnePlus,2,79818.66,17.33,65986.086222,131972.172444,12.0,15836.660693279999,147808.83313728,Main Market,Card,New,48,In Stock,4.2,0
c872c870-6d4b-4d03-81c0-ea2ee73aecb9,2025-02-28,Mobile Accessories,Screen Protectors,Samsung Screen Protectors,Samsung,9,2268.79,10.77,2024.441317,18219.971853,18.0,3279.5949335399996,21499.56678654,Main Market,Card,New,29,Low Stock,4.3,0
0ec4fb3a-01d1-4386-a895-fa2aa33420aa,2025-02-08,Mobiles,Feature Phones,Lava Feature Phones,Lava,8,2677.27,0.88,2653.710024,21229.680192,12.0,2547.56162304,23777.24181504,Main Market,UPI,Returning,26,Low Stock,3.8,2
d80881b5-f31b-4033-8dfd-7edb6b645bfd,2025-01-31,Mobiles,Feature Phones,Lava Feature Phones,Lava,6,3018.82,12.62,2637.844916,15827.069496,12.0,1899.24833952,17726.31783552,Main Market,UPI,New,1,Low Stock,3.2,2
4c8bad0c-019e-4993-a60d-04b2590880fc,2025-02-10,Mobiles,Smartphones,Samsung Smartphones,Samsung,1,87166.67,28.78,62080.102373999995,62080.102373999995,12.0,7449.612284879999,69529.71465888,Main Market,Card,Returning,69,In Stock,4.3,0
fb90e812-81d4-4465-ab58-50875942debb,2025-01-24,Mobiles,Smartphones,OnePlus Smartphones,OnePlus,1,91252.32,18.3,74553.14544000001,74553.14544000001,12.0,8946.377452800001,83499.52289280001,Main Market,Card,Returning,48,In Stock,2.8,1
86034ec9-c12d-440f-821e-06151af87085,2025-04-02,Laptops,Gaming,HP Omen Gaming,HP Omen,7,4918.4,0.71,4883.479359999999,34184.35552,18.0,6153.1839936,40337.5395136,Main Market,Cash,Returning,1,Low Stock,3.9,1
0d98a4d0-bbd0-4937-beb8-3546380477c3,2025-01-18,Laptops,Gaming,Lenovo Legion Gaming,Lenovo Legion,3,1927.68,5.72,1817.416704,5452.250112,18.0,981.4050201599999,6433.65513216,Main Market,Card,New,20,Low Stock,3.6,0
a6cb9075-69ef-40ba-852f-cd208f56918c,2025-02-19,Mobile Accessories,Screen Protectors,Samsung Screen Protectors,Samsung,10,3410.55,29.13,2417.056785,24170.567850000003,18.0,4350.7022130000005,28521.270063000004,Main Market,Cash,Returning,65,In Stock,4.4,1
b4b30ee7-7abe-47ab-a0aa-8d0f7460938e,2025-02-06,Laptops,Gaming,ASUS Gaming,ASUS,10,1947.5,14.02,1674.4605,16744.605,18.0,3014.0289,19758.6339,Main Market,UPI,New,18,Low Stock,4.7,1
8d476fba-fcb5-4ad2-bc72-40d34086ea61,2025-03-06,Laptops,Business,Dell Business,Dell,3,8700.91,0.06,8695.689454,26087.068361999998,18.0,4695.672305159999,30782.740667159997,Main Market,UPI,Returning,6,Low Stock,3.1,1
63427342-1351-418c-9e5e-9041cf9056b2,2025-03-23,Laptops,Student,Acer Aspire Student,Acer Aspire,2,5535.31,9.09,5032.150321,10064.300642,18.0,1811.5741155599999,11875.87475756,Main Market,UPI,New,18,Low Stock,3.6,1
1c54b5e3-f784-45a6-bd5b-4dae6b17afa1,2025-03-16,Mobile Accessories,Screen Protectors,boAt Screen Protectors,boAt,1,8262.37,13.99,7106.4644370000005,7106.4644370000005,18.0,1279.1635986600002,8385.62803566,Main Market,UPI,New,59,In Stock,4.7,0
c27c9c6e-64c4-48dc-92cb-5f2e1f74a884,2025-03-06,Mobile Accessories,Cases,boAt Cases,boAt,8,4788.93,18.2,3917.3447400000005,31338.757920000004,18.0,5640.976425600001,36979.7343456,Main Market,UPI,New,9,Low Stock,4.1,0
f723c882-a431-4f6e-996b-3040c3c970d8,2025-01-28,Laptops,Business,Lenovo ThinkPad Business,Lenovo ThinkPad,5,5681.59,0.62,5646.364142,28231.82071,18.0,5081.7277278,33313.5484378,Main Market,UPI,Returning,5,Low Stock,3.6,1
74e7668e-9794-49da-a2a1-ff1fbc71e22a,2025-03-14,Laptop Accessories,Keyboard,HP Keyboard,HP,4,4327.53,15.38,3661.9558859999997,14647.823543999999,18.0,2636.6082379199997,17284.43178192,Main Market,UPI,Returning,2,Low Stock,4.4,0
4a51104f-a069-40bf-b0ac-256555701584,2025-03-23,Laptop Accessories,Keyboard,Lenovo Keyboard,Lenovo,2,3758.08,10.3,3370.99776,6741.99552,18.0,1213.5591936,7955.5547136000005,Main Market,Cash,New,38,In Stock,4.1,2
ef2e111e-222e-4d13-aa89-c114ac4b0f9b,2025-03-11,Mobile Accessories,Chargers,boAt Chargers,boAt,4,2644.94,8.06,2431.757836,9727.031344,18.0,1750.8656419200001,11477.89698592,Main Market,Cash,Returning,47,In Stock,4.7,0
7905e233-6ce3-48a5-9101-e85baf2ec6a7,2025-01-13,Mobile Accessories,Earphones,boAt Earphones,boAt,2,2118.12,26.19,1563.384372,3126.768744,18.0,562.81837392,3689.58711792,Main Market,UPI,Returning,3,Low Stock,3.1,1
317f03a7-82a5-4821-9483-0b2423636d78,2025-04-01,Mobile Accessories,Earphones,boAt Earphones,boAt,8,1859.68,1.96,1823.2302720000002,14585.842176000002,18.0,2625.45159168,17211.293767680003,Main Market,Cash,Returning,50,In Stock,3.4,1
6dac7b03-e401-40f9-a73b-8ede48b0cf2a,2025-02-05,Laptops,Student,Lenovo IdeaPad Student,Lenovo IdeaPad,2,4743.15,9.41,4296.819585,8593.63917,18.0,1546.8550506,10140.4942206,Main Market,Card,Returning,78,In Stock,3.6,0
f9b3f1e0-0f9c-404d-87b5-9c3a6a6be383,2025-03-28,Mobiles,Feature Phones,Lava Feature Phones,Lava,5,2408.89,2.0,2360.7122,11803.561,12.0,1416.42732,13219.98832,Main Market,Card,New,10,Low Stock,4.2,0
adf8a127-99f0-430a-9be4-0098f6636851,2025-02-25,Mobile Accessories,Chargers,Portronics Chargers,Portronics,2,6799.03,16.5,5677.190049999999,11354.380099999998,18.0,2043.7884179999996,13398.168517999999,Main Market,Cash,Returning,53,In Stock,4.4,0
c144aab3-2a78-41af-9733-6daea53fa3e1,2025-02-20,Mobile Accessories,Earphones,Portronics Earphones,Portronics,5,4260.76,25.0,3195.57,15977.85,18.0,2876.013,18853.863,Main Market,UPI,Returning,93,In Stock,4.2,1
46c09251-208d-45f0-bce0-59e359806e3e,2025-03-28,Mobile Accessories,Chargers,Samsung Chargers,Samsung,1,6945.36,4.74,6616.149936,6616.149936,18.0,1190.9069884799999,7807.05692448,Main Market,UPI,New,41,In Stock,2.7,1
3db6db41-a403-483b-8584-ef1b782098c6,2025-02-19,Laptop Accessories,Bags,Logitech Bags,Logitech,8,1966.62,26.22,1450.9722359999998,11607.777887999999,18.0,2089.40001984,13697.17790784,Main Market,UPI,New,12,Low Stock,4.3,0
a58ee6e9-0b85-4ed5-86c4-1a3a81d7b460,2025-01-25,Laptops,Business,Dell Business,Dell,5,3146.48,9.3,2853.85736,14269.2868,18.0,2568.471624,16837.758424,Main Market,UPI,Returning,45,In Stock,3.8,0
ab2a51b4-4f5c-4990-a7b6-01ddca497b01,2025-04-03,Mobiles,Feature Phones,Nokia Feature Phones,Nokia,1,2923.81,24.96,2194.027024,2194.027024,12.0,263.28324288,2457.31026688,Main Market,Card,New,38,In Stock,3.6,1
0188d84b-2935-4262-925a-6b0708335c41,2025-03-25,Mobiles,Smartphones,Xiaomi Smartphones,Xiaomi,2,61374.31,27.44,44533.199336,89066.398672,12.0,10687.96784064,99754.36651264,Main Market,Card,New,95,In Stock,3.4,2
7c17f292-c234-447f-94f7-780884dc82fe,2025-03-18,Laptops,Business,Lenovo ThinkPad Business,Lenovo ThinkPad,6,1892.66,12.71,1652.102914,9912.617484,18.0,1784.27114712,11696.88863112,Main Market,UPI,Returning,14,Low Stock,4.2,0
ddae7b17-3205-47a5-b864-bd6add18cc61,2025-03-25,Mobiles,Smartphones,Apple Smartphones,Apple,1,51487.3,23.02,39634.92354,39634.92354,12.0,4756.1908248,44391.1143648,Main Market,Card,Returning,26,Low Stock,4.7,0
8ab3affc-87b8-4b30-8f4b-1c4c6a803fac,2025-03-30,Mobile Accessories,Chargers,boAt Chargers,boAt,10,1620.93,8.46,1483.799322,14837.99322,18.0,2670.8387796,17508.8319996,Main Market,UPI,New,63,In Stock,2.6,1
69553d66-23bf-4952-9acd-35d9d315d527,2025-03-16,Laptops,Student,Lenovo IdeaPad Student,Lenovo IdeaPad,1,6124.77,7.98,5636.013354000001,5636.013354000001,18.0,1014.4824037200001,6650.49575772,Main Market,Card,Returning,59,In Stock,3.7,0
12f8e734-7879-4a64-8cf3-62fc03c5a384,2025-01-27,Mobiles,Smartphones,Realme Smartphones,Realme,1,96385.25,20.24,76876.8754,76876.8754,12.0,9225.225048,86102.10044800001,Main Market,Cash,New,89,In Stock,4.6,1
330f7801-bf08-4f9b-9daa-8a6def4f7385,2025-01-23,Mobile Accessories,Earphones,Samsung Earphones,Samsung,6,9848.2,0.67,9782.21706,58693.30236,18.0,10564.7944248,69258.0967848,Main Market,Card,New,30,In Stock,3.5,1
b6219b9c-3f71-466f-9d36-ec750dcdcb5f,2025-01-11,Mobile Accessories,Chargers,boAt Chargers,boAt,3,2808.15,17.04,2329.64124,6988.92372,18.0,1258.0062696,8246.9299896,Main Market,Cash,Returning,62,In Stock,4.6,0
62ff2cb5-9f16-450c-9347-f2e9ee746b29,2025-01-16,Laptops,Business,Dell Business,Dell,7,8276.32,0.96,8196.867327999998,57378.07129599999,18.0,10328.052833279997,67706.12412927998,Main Market,UPI,Returning,10,Low Stock,3.6,0
ae234af6-6fe3-4bca-9369-629e1b8f1ba8,2025-03-30,Mobiles,Feature Phones,Lava Feature Phones,Lava,10,3226.53,0.68,3204.5895960000003,32045.89596,12.0,3845.5075152,35891.4034752,Main Market,UPI,New,51,In Stock,4.6,0
6c9a87a3-ab6d-456a-9749-1c849b0e078b,2025-02-26,Laptops,Business,HP EliteBook Business,HP EliteBook,1,6796.14,12.54,5943.904044000001,5943.904044000001,18.0,1069.9027279200002,7013.806771920001,Main Market,UPI,New,90,In Stock,4.6,1
86bdfe71-14ae-4782-b650-b55be4156770,2025-03-01,Mobiles,Feature Phones,Lava Feature Phones,Lava,1,1902.57,11.5,1683.77445,1683.77445,12.0,202.05293399999996,1885.827384,Main Market,Card,Returning,13,Low Stock,3.6,1
f4469156-c054-43fc-bc39-025c29fc9e42,2025-02-25,Mobiles,Feature Phones,Lava Feature Phones,Lava,4,1466.31,20.85,1160.584365,4642.33746,12.0,557.0804952,5199.4179552,Main Market,UPI,Returning,80,In Stock,3.6,2
d67435d4-014f-4c38-aea8-e46d9c5d466c,2025-04-07,Mobiles,Smartphones,Realme Smartphones,Realme,2,92477.52,17.21,76562.138808,153124.277616,12.0,18374.91331392,171499.19092992,Main Market,Card,Returning,38,In Stock,3.7,0
592810ee-8805-40ce-828c-a36436a8482d,2025-03-17,Laptop Accessories,Mouse,Dell Mouse,Dell,3,8285.05,2.43,8083.723284999999,24251.169854999996,18.0,4365.210573899999,28616.380428899996,Main Market,Card,Returning,19,Low Stock,4.1,1
